131.2205011528893,178,1
87.87049053602665,227,1
0,30,1
66.77956474920316,90,1
29.924092567021255,112,1
44.41153904968209,139,1
22.05441659907204,62,1
36.478796264537905,109,1
45.24009371724466,129,1
15.50074708825388,76,1
45.05905910951674,71,1
22.363877398079786,86,1
82.26437778087161,93,1
24.008977487516965,70,1
24.008977487516965,62,1
24.128768485486113,124,1
8.149834553649399,43,1
23.490214054172238,41,1
31.179033760400614,100,1
23.490214054172238,58,1
31.2400990241523,59,1
52.399004462157166,189,1
30.449933506020407,107,1
31.2400990241523,115,1
30.326252831741623,95,1
16.019510521598608,60,1
0,15,1
22.569290356107135,87,1
61.2839825891427,232,1
53.550295858625105,113,1
35.6114065168919,65,1
38.591011558756776,117,1
23.494103730481875,31,1
46.51941326092345,139,1
67.66046704711269,153,1
36.306458185701075,93,1
37.63340094723942,113,1
30.908794710795128,82,1
106.06314185205024,221,1
67.83868628665937,193,1
38.714692233035564,110,1
94.69086480856099,176,1
22.975340297137144,90,1
16.019510521598608,142,1
47.45861495192731,96,1
62.07790893510104,145,1
22.569290356107135,82,1
52.371912929900645,103,1
15.624427762532662,47,1
60.752072170339645,200,1
8.149834553649399,53,1
39.35324666434944,61,1
57.871591910743035,158,1
54.51276990315145,144,1
46.82395019692307,126,1
42.0334617356789,105,1
32.831164673177454,69,1
92.93952419786756,207,1
31.028585708764275,137,1
79.80404509517541,157,1
23.37042305620309,69,1
22.878751155114877,77,1
61.84922362355121,128,1
46.33227829583486,131,1
47.3427136302678,123,1
29.678103019232008,63,1
45.45025219227305,150,1
44.77280016645588,91,1
43.653481043995924,119,1
45.89913682254833,144,1
23.37042305620309,43,1
67.66219434863586,213,1
61.40987394447252,123,1
45.45414186858269,113,1
35.17852825429436,116,1
42.77518408640779,179,1
23.082177516162492,59,1
51.098829077976376,98,1
23.309357792451404,68,1
35.27511739631663,130,1
45.32567266568962,123,1
58.512357023107946,147,1
59.050297301696084,129,1
8.149834553649399,33,1
37.460785226354695,78,1
45.393076604831,115,1
76.50457109169639,164,1
87.3083413127154,180,1
53.563399832470196,125,1
38.31571979765998,92,1
98.40485579479191,200,1
30.868218121033237,46,1
52.98259398708003,234,1
24.008977487516965,131,1
70.16778422177569,172,1
31.2400990241523,93,1
83.85561896069473,234,1
44.86938930847815,147,1
39.15132873015716,39,1
16.019510521598608,111,1
38.49831209304415,83,1
22.363877398079786,76,1
22.670803361137526,152,1
69.91421466742597,175,1
53.37761970774123,161,1
44.95993513154447,83,1
29.920202890711618,82,1
55.212389598217015,127,1
29.554422344953224,115,1
83.08067453373154,173,1
31.479681020090595,52,1
70.55276909873986,193,1
30.845016265086354,75,1
58.64321317396758,187,1
38.19592879969083,66,1
82.34210833049467,114,1
55.208499921907375,176,1
55.84705435322125,179,1
30.845016265086354,57,1
31.179033760400614,148,1
29.59110925840548,100,1
46.40351193926394,165,1
82.40859014075342,223,1
66.43044936402785,129,1
41.431818776242594,161,1
84.10776883786657,228,1
38.83448323100471,123,1
46.52330293723309,77,1
52.65583234342728,118,1
60.282360794027525,140,1
50.39264325594619,89,1
75.95404460790753,152,1
38.59101155875678,84,1
38.13875321224879,115,1
69.053577782829,139,1
8.149834553649399,47,1
30.783951001334668,80,1
15.624427762532662,53,1
31.60336169436938,113,1
45.45414186858269,140,1
52.31084766614896,123,1
38.3428113299165,95,1
53.76881279049754,169,1
53.820356562223495,213,1
93.17159515710857,150,1
62.67252399289555,89,1
31.359890022121448,69,1
44.93537843523796,107,1
38.22302033194735,155,1
52.167897520564026,130,1
30.74842712306409,81,1
30.540479329086736,107,1
50.39593301544628,125,1
